file_name,text
audio/000670.wav,minutes Rubio I've never seen a young
audio/000671.wav,guy sweat that much no I've never seen
audio/000672.wav,he's drinking water water water I never
audio/000673.wav,saw anything like this with him with the
audio/000674.wav,water but and everybody Huckabee nice
audio/000675.wav,guy he was seriously hot he was soaking
audio/000676.wav,wet I grabbed him around his back I said
audio/000677.wav,good job and it was soaking wet I
audio/000678.wav,immediately it seems like this election
audio/000679.wav,has been a whole lot about a person
audio/000680.wav,who's very high in the polls but doesn't
audio/000681.wav,have a clue about how to govern a person
audio/000682.wav,who has been filled with scandals and
audio/000683.wav,who could not lead and of course I'm
audio/000684.wav,talking about Hillary Clinton
audio/000685.wav,I think America thank you it's been an
audio/000686.wav,amazing journey for me it's been a lot
audio/000687.wav,of fun I never thought I'd be a
audio/000688.wav,politician in my life uh he said I'm not
audio/000689.wav,I guess you're right I'm not I refuse
